review_id,company,employee_role,employee_detail,review_text,review_date,star_rating,sentiment,predicted_sentiment_m1,predicted_sentiment_m2,predicted_sentiment_m3,predicted_sentiment_m4
68614772,TOTVS,GERENTE ADMINISTRATIVO FINANCEIRO,Funcionário(a) atual,É uma empresa sensacional. Não vejo contras a informar.,1 de set. de 2022,5.0,1,0,1,0,1
76214690,TOTVS,APN Agente de prospecção de negócios,"Ex-funcionário(a), menos de um ano",É uma empresa MARAVILHOSA para se trabalhar.,8 de mai. de 2023,5.0,1,1,1,1,1
26850637,TOTVS,Analista De Infraestrutura Sênior,Funcionário(a) atual,"Clima organizacional Excelente, a empresa é jovem e possui uma grande flexibilidade com os seus processos. A infraestrutura de trabalho é diferenciada do mercado.",9 de mai. de 2017,5.0,1,1,1,1,1
74514129,TOTVS,Analista De Dados Sênior,"Funcionário(a) atual, mais de 8 anos",Possui uma cultura muito boa e benefícios também.,14 de mar. de 2023,5.0,1,1,1,1,1
49938258,TOTVS,Assistente Comercial,Funcionário(a) atual,Ter uma experiência na Totvs na carteira é muito vantajoso,18 de jul. de 2021,3.0,1,1,1,1,2
70224782,TOTVS,Analista De Serviços Sênior,"Funcionário(a) atual, mais de 8 anos","Liberdade de horários, conhecimento amplo de diversos setores e segmentos, ampliação de network.",17 de out. de 2022,5.0,1,1,1,1,0
60969298,TOTVS,Designer,Funcionário(a) atual,"Muitos desafios engajantes, visibilidade e reconhecimento.",11 de mar. de 2022,5.0,1,1,1,1,0
72992605,TOTVS,Sales Development Representative (SDR),"Ex-funcionário(a), mais de um ano",- Ambiente legal - Pessoas interessadas em te ajudar,25 de jan. de 2023,4.0,1,1,1,1,0
48480744,TOTVS,Desenvolvedor Júnior,Funcionário(a) atual,"Local bom de trabalhar, bons benefícios e plano de carreira.",17 de jun. de 2021,5.0,1,1,1,1,1
26586054,TOTVS,Analista De Sistemas,"Ex-funcionário(a), mais de 3 anos",A empresa é ótima. Foi uma escola onde desenvolvi minhas habilidades em programação AdvPL e tive espaço para aplicar os conhecimentos,1 de ago. de 2014,2.0,1,1,1,1,1
70379365,TOTVS,Analista De Sistemas Pleno,"Funcionário(a) atual, mais de um ano",Equipe muito boa; Sempre tentando melhorar; Abertos a conversas.,21 de out. de 2022,5.0,1,1,1,1,1
49144428,TOTVS,Analista De Serviços,"Ex-funcionário(a), mais de um ano","Boa empresa para se trabalhar, como é imcorporada, tem todos os benefícios da matriz em SP",30 de jun. de 2021,4.0,1,1,1,1,1
66416541,TOTVS,Analista III de Desenvolvimento de Software,"Ex-funcionário(a), mais de 3 anos","Boa empresa, ambiente descontraido, bons funcionários...",7 de jul. de 2022,3.0,1,1,1,1,1
26718599,TOTVS,Analista De Sistemas Pleno,Funcionário(a) atual,"Da treinamentos, se preocupam com o bem estar dos funcionários",1 de nov. de 2015,3.0,1,1,1,1,0
26743845,TOTVS,Gerente De Projetos (GP),Funcionário(a) atual,"Flexibilidade de horário, trabalho dinâmico, muitos benefícios, remuneração compatível com mercado",17 de jan. de 2016,4.0,1,1,1,1,0
81983755,TOTVS,Analista Júnior,"Funcionário(a) atual, mais de 5 anos","Salário
Benefícios
Ambiente
Modelo de trabalho home office",21 de nov. de 2023,4.0,1,1,1,1,0
30871036,TOTVS,Funcionário confidencial,Funcionário(a) atual,"Ambiente descontraído.

Nada mais a informar.",14 de dez. de 2019,3.0,1,1,1,1,2
51607129,TOTVS,Analista De Serviços II,"Funcionário(a) atual, mais de 3 anos",Empresa boa para trabalhar e para fazer carreira,25 de ago. de 2021,5.0,1,1,1,1,1
70374532,Sankhya Gestão de Negócios,Executivo Comercial,"Funcionário(a) atual, menos de um ano",Protragonísmo para o crescimento e continuidade de desenvolvimento pessoal.,21 de out. de 2022,5.0,1,1,2,2,0
80471160,TOTVS,Web Developer,"Funcionário(a) atual, menos de um ano",Muita pressão desnecessaria para dev jr,27 de set. de 2023,5.0,2,2,2,2,2
82532338,TOTVS,Analista De Negócios Pleno,"Funcionário(a) atual, mais de 3 anos","Crescimento, Crescimento, Crescimento, Crescimento, Crescimento,",12 de dez. de 2023,4.0,2,2,2,2,0
28893524,TOTVS,Funcionário confidencial,Funcionário(a) atual,Plano de carreira deixa a desejar,28 de ago. de 2019,4.0,2,2,2,2,1
27060239,TOTVS,Gerente,Funcionário(a) atual,"Rotatividade, apesar do investimento no capital humano, a empresa tem que achar uma forma de fidelizar evitando a perda do capital intelectual adquirido ao longo do tempo",12 de set. de 2018,5.0,2,2,2,2,0
80113724,Sankhya Gestão de Negócios,Funcionário confidencial,"Ex-funcionário(a), mais de um ano","O problema no Rio de Janeiro é que é uma espécie de franquia e lá há problemas sérios de gestão. Talvez os clientes estejam satisfeitos, pois não sentem ou saibam que é um business partners, mas os funcionários sofrem por lá. Sabem vender e entregam um bom serviço, mas em gestão de pessoas são ruins.",15 de set. de 2023,3.0,2,2,0,2,2
63443472,TOTVS,Analista De Negócios II,"Funcionário(a) atual, mais de 3 anos","Os benefícios poderiam ser reavaliados, na minha opinião estão abaixo do mercado.",29 de abr. de 2022,5.0,2,2,2,2,2
27735921,TOTVS,Funcionário confidencial,Funcionário(a) atual,Tem vários benefícios e não trabalha final de semana.,1 de jul. de 2019,3.0,2,2,1,1,0
27112261,TOTVS,Consultor Sênior,Funcionário(a) atual,Talvez remuneração na clt acho que e muito pouco que pagam e como pj alguns percentuais são ate bons mas vc fica dependendo de eles te arrumarem agenda,4 de dez. de 2018,5.0,2,0,0,2,0
27132222,TOTVS,Analista De Negócios,Funcionário(a) atual,"Falta reconhecimento, a busca por resultados traz falta de qualidade de vida, promoções são um dificuldade por conta da troca de gestão, onde os feedbacks são perdidos e você começa do 0 sempre. Convênio médico se você tiver filhos prepare-se pois boa parte de seus vencimentos ficam para pagar o convênio e sua coparticipação, tem o benefício do VR mas você também vai pagar por ele!",15 de jan. de 2019,3.0,2,2,2,2,0
59599838,TOTVS,Analista De Desenvolvimento Pleno,"Funcionário(a) atual, mais de um ano",Os salários ainda não estão tão atraentes,13 de fev. de 2022,5.0,2,2,2,2,0
27142136,TOTVS,Especialista De Sistemas II,"Ex-funcionário(a), mais de um ano","Péssimo ambiente de trabalho, principalmente se você não fica na ""matriz"". Diz ser a sexta maior empresa de software do mundo, mas de acordo com suas práticas, não é muito melhor do que qualquer empresa de fundo de quintal.",20 de mai. de 2015,2.0,2,2,2,2,2
51744175,TOTVS,Especialista Em TI,Funcionário(a) atual,"Plano carreira
Nao e Full home office",27 de ago. de 2021,5.0,2,2,2,2,0
32854319,TOTVS,Técnico de infraestrutura em TI,Ex-funcionário(a),Salário baixo na area de infraestrutura em TI.,23 de abr. de 2020,5.0,2,2,2,2,0
28125122,TOTVS,Analista De Sistemas Sênior,"Ex-funcionário(a), mais de 8 anos","Empresa pequena, sem chance de crescimento.",19 de jul. de 2019,5.0,2,2,2,2,2
26950543,TOTVS,Analista Financeiro Pleno,"Ex-funcionário(a), mais de um ano","Nada foi legal, não tínhamos gestão e muito trabalho operacional, manual, não usávamos sistemas, por mais que o negócio da empresa seja esse.",12 de jan. de 2018,1.0,2,2,0,2,2
30547289,TOTVS,Analista De QA,"Funcionário(a) atual, mais de 3 anos","Nao estimula financeiramente os funcionários.Voce entra fazendo  A , evolui para B. C. D .E.....  e nao te dao o devido salário",24 de nov. de 2019,3.0,2,2,2,2,2
50183946,TOTVS,Product Owner,Funcionário(a) atual,"Alguns benefícios poderiam ser melhores para serem mais compatíveis com o mercado. Pelo tamanho da empresa, é natural ter algum nível de hierarquização e uma quantidade bastante elevada de trabalho e cobrança.",23 de jul. de 2021,4.0,2,2,2,2,0
27064462,TOTVS,Coordenador De Projetos,Funcionário(a) atual,"Pode melhorar a padronização entres as plantas, ter mais processos definidos e ser cobrado dos mesmos. Para se dar bem tem que ter relacionamento",18 de set. de 2018,5.0,2,2,2,2,0
74548197,TOTVS,Analista De Suporte Ao Usuário,"Funcionário(a) atual, menos de um ano","Ruim, atendimento, revisão, produto, ambiente",15 de mar. de 2023,1.0,2,2,2,2,2
27699711,TOTVS,ANALISTA DE NEGOCIOS SR,"Funcionário(a) atual, mais de 5 anos",Peca no salário além de  muitas viagens.,29 de jun. de 2019,5.0,2,2,2,2,0
27458837,TOTVS,Assistente Administrativo,Ex-funcionário(a),"a divisão de tarefas na minha área era injusta, uns eram mto cobrados e outros não, mas de maneira geral era uma ótima empresa, só sai por causa da distância, fora isso não tenho queixas.",4 de jun. de 2019,4.0,2,0,0,0,0
68211600,TOTVS,Analista De Desenvolvimento De Software I,"Ex-funcionário(a), menos de um ano","Salário bem abaixo do mercado para Desenvolvedores, tecnologias defasadas, práticas conservadoras e discrepâncias muito altas de salários para um mesmo cargo/titúlo.",22 de ago. de 2022,4.0,2,2,2,2,2
73242580,TOTVS,Product Owner,"Ex-funcionário(a), mais de 3 anos",Não ser flexível ao modelo home office,2 de fev. de 2023,5.0,2,2,2,2,0
59758750,TOTVS,Analista De Suporte,"Ex-funcionário(a), mais de 3 anos",Salário muito abaixo da media das outras empresas da cidade,16 de fev. de 2022,3.0,2,2,2,2,2
27776878,TOTVS,Analista De Serviços,"Funcionário(a) atual, mais de 3 anos","Dependendo da área que se trabalha, existe uma constante pressão quanto à redução de quadro/ demissões e trabalhar dessa forma não é nada confortável.",3 de jul. de 2019,4.0,2,2,2,2,2
76076944,TOTVS,Analista De Suporte Técnico,"Funcionário(a) atual, mais de 5 anos","As regras definidas para a Meritocracia não são seguidas, pois, não é necessário ter o mérito, apenas fazer o esperado, com isso, destaco dois pontos principais: 1. Traz aos colaboradores que tiveram grandes entregas (mérito) o sentimento de injustiça; 2. Traz tranquilidade aos colaboradores que entregam o esperado, fazendo com que não tenham interesse em aceitar novos desafios, deixando-os estagnados.",3 de mai. de 2023,5.0,2,2,0,2,0
55656268,TOTVS,Assistente,"Funcionário(a) atual, menos de um ano","Gestão do medo, Gestão da fofoca",21 de nov. de 2021,1.0,2,2,2,2,0
26816119,TOTVS,Analista Desenvolvedor,"Ex-funcionário(a), mais de um ano","Em termos de tecnologia, são poucos que trabalham de fato com novidades. A maioria do trabalho é no próprio framework da empresa, que é bem construído, mas em cima de tecnologias relativamente ultrapassadas.",23 de jan. de 2017,4.0,2,2,2,2,0
26704094,TOTVS,Analista De Sistemas,Funcionário(a) atual,Ter um plano de carreira e não poder honra-lo como promete.,22 de set. de 2015,3.0,2,2,2,2,0
26768827,TOTVS,Técnico,Funcionário(a) atual,"No meu ponto de vista, deveria ser investido mais nas áreas de desenvolvimento para assim entregarmos produtos de maior qualidade. Somos líderes no small e medium market e poderíamos produzindo melhores softwares.",21 de jun. de 2016,5.0,2,2,0,2,0
26751135,TOTVS,Consultor De Implantação,Funcionário(a) atual,"Não existe plano de carreira para PJ. Existe muito ""panelinha"" muita gente é promovida sem ter conhecimento necessário.",25 de fev. de 2016,3.0,2,2,2,2,0
26721293,TOTVS,Funcionário confidencial,Funcionário(a) atual,Desorganização da gerência ao realizar tarefas do cronograma.,2 de nov. de 2015,3.0,2,2,2,2,2
26747395,TOTVS,Técnico De Serviços,Funcionário(a) atual,"Falta de proximidade entre lideres e subordinados, dificultando reconhecimentos merecidos, salario ligeiramente abaixo do praticado no mercado.",3 de fev. de 2016,4.0,2,2,2,2,2
63300979,TOTVS,Executiva Comercial,"Funcionário(a) atual, mais de um ano","Remuneração, perspectiva de carreira, descontos de comissão",26 de abr. de 2022,4.0,2,1,1,2,0
62606405,TOTVS,Consultor Tributário Júnior,Funcionário(a) atual,Liderança às vezes peca um pouco.,11 de abr. de 2022,5.0,2,2,2,2,0
59158378,TOTVS,Auxiliar Administrativo,"Ex-funcionário(a), menos de um ano",Plano de carreira não tão bem definido,5 de fev. de 2022,3.0,2,2,2,2,2
27299115,TOTVS,Executivo Comercial,"Ex-funcionário(a), mais de 8 anos","Não há reconhecimento dos funcionários, não existe política de cargos e salários, novos funcionários chegam a ganhar o dobro de funcionários com mais de 5 anos de casa na mesma função. Pessoas com graus de parentesco em condição de subordinados/chefia direta, ocasionando em privilégios.",12 de jan. de 2019,3.0,2,2,2,2,0
61698008,TOTVS,Analista De Suporte II,Funcionário(a) atual,Atualmente alguns setores em regime hibrido.,24 de mar. de 2022,5.0,2,2,2,2,0
52045778,TOTVS,Product Designer,"Funcionário(a) atual, mais de um ano",Muita burocracia para qualquer coisa que for fazer.,3 de set. de 2021,5.0,2,2,2,2,2
26871595,TOTVS,Analista De Desenvolvimento,Funcionário(a) atual,"Processos de desenvolvimento burrocraticos, desvio de função dos desenvolvedores, falta de conversa para definir processos. Falta de analistas para definir impacto dos chamados",17 de jul. de 2017,3.0,2,2,2,2,2
27678107,TOTVS,Funcionário confidencial,Funcionário(a) atual,Burocracia e lentidão nos processos internos.,28 de jun. de 2019,5.0,2,2,2,2,2
51515458,TOTVS,Diretor,"Funcionário(a) atual, mais de 8 anos",Salário médio sem grandes benefícios para times operacionais,23 de ago. de 2021,4.0,2,2,2,2,0
27034633,TOTVS,UX Designer,Funcionário(a) atual,"Por ser uma empresa muito grande, as informações por vezes se perdem e não são transmitidas de forma clara e objetiva, deixando os funcionários confusos sobre para qual caminho a organização está seguindo.",6 de ago. de 2018,4.0,2,2,2,2,2
34763476,TOTVS,Desenvolvedor De Software Sênior,Ex-funcionário(a),"Avaliações, Plano de Carreira, Hierarquia",10 de ago. de 2020,5.0,2,1,1,2,0
84086061,TOTVS,Especialista,"Funcionário(a) atual, mais de 5 anos","Os resultados são bons, mas a distribuição fica só no comitê executivo",5 de fev. de 2024,3.0,2,2,1,2,0
37323276,TOTVS,Líder de Equipe,"Funcionário(a) atual, mais de 5 anos",Falta comunicação entre os times,19 de out. de 2020,4.0,2,2,2,2,2
41570233,TOTVS,Especialista De Sistemas,Ex-funcionário(a),Atua em inúmeros segmentos com muitos outros softwares e isto deixou o software bem complexo em sua utilização. Fez muitas aquisições de outras empresas de diversos segmentos.,28 de jan. de 2021,4.0,2,2,0,2,0
26668571,TOTVS,Funcionário confidencial,"Ex-funcionário(a), menos de um ano",Muita cobrança e as vezes os números falam mais forte,19 de jun. de 2015,3.0,2,2,2,2,2
64632871,TOTVS,Devops,"Funcionário(a) atual, mais de 3 anos",Não é 100% home office.,24 de mai. de 2022,5.0,2,2,2,2,0
48503269,TOTVS,Funcionário confidencial,"Funcionário(a) atual, mais de um ano","Clima interno estressante, equipe adoecida pelo excesso de exigências, querem tudo para ontem e não esperam o prazo dos processos.",17 de jun. de 2021,4.0,2,2,2,2,2
53558757,TOTVS,Analista De Sistemas Pleno,Funcionário(a) atual,Acumulo funções - Remuneração - trabalhar fora do horário comercial,5 de out. de 2021,5.0,2,2,2,2,0
77485465,TOTVS,Analista De Sistemas,"Funcionário(a) atual, mais de um ano","- Falta de entrosamento com outros setores, ex. : Suporte X Desenvolvimento;",18 de jun. de 2023,4.0,2,2,2,2,0
71324871,TOTVS,Analista De Implantação,"Ex-funcionário(a), mais de um ano","Ambiente com outros profissionais velhos de casa que te podam ao invés de incentivar o seu crescimento, muitas vezes puxam seu tapete.",23 de nov. de 2022,3.0,2,2,2,2,0
26883315,TOTVS,Líder Técnico,Funcionário(a) atual,"Não dão subisidio academico, as vezes é preciso muita briga pra conseguir alguma coisa, mas no mais tudo funciona legal mesmo quando tempos alguns imprevistos.",10 de ago. de 2017,4.0,2,0,0,0,0
64337351,TOTVS,Desenvolvedor Júnior,Funcionário(a) atual,Gerente que pega crédito do trabalho dos outros e não reconhece,18 de mai. de 2022,3.0,2,2,2,2,0
82779118,TOTVS,Analista De CRM Pleno,"Funcionário(a) atual, mais de 5 anos",Salário muito abaixo do mercado,21 de dez. de 2023,4.0,2,2,2,2,2
29839738,TOTVS,Funcionário confidencial,Funcionário(a) atual,- Infraestrutura da filial é desorganizada.,16 de out. de 2019,5.0,2,2,2,2,2
80439031,TOTVS,Analista de dados jr,"Funcionário(a) atual, mais de um ano","Muito desorganizada, não valoriza o profissional a ponto de ter uma cultira de plano de carreira",26 de set. de 2023,4.0,2,2,2,2,2
26584193,TOTVS,Analista De Sistemas,Funcionário(a) atual,"Tem uma gestão de pessoas (RH ) distante de qualquer tratamento humano. Aqui no site SP são extremamente grossos, sem paciência em resolver problemas ou dúvidas.  São arrogantes.",28 de jul. de 2014,2.0,2,2,2,2,2
41364038,TOTVS,Assistente Administrativo,"Ex-funcionário(a), menos de um ano","Baixo PLR, vale-refeição, oportunidades para assistentes.",25 de jan. de 2021,4.0,2,2,2,2,0
41177930,TOTVS,Assistente Administrativo,"Funcionário(a) atual, mais de 3 anos",pressão no trabalho além do necessário,21 de jan. de 2021,4.0,2,2,2,2,0
27042473,TOTVS,Analista,Funcionário(a) atual,O funcionário acaba ficando muito dependente da organização uma vez que a empresa utiliza uma linguagem própria de sistema. Profissionais da área de tecnologia são um pouco restritos quanto ao compartilhamento de informação.,17 de ago. de 2018,4.0,2,2,2,2,0
26649601,TOTVS,Coordenador De Projetos,Funcionário(a) atual,"Falta de estrutura para desempenhar um bom trabalho; Por isso você tem que enfrentar um leão por dia, no começo é bom para moldar o profissional, mas com o tempo fica muito cansativo e estressante.",23 de abr. de 2015,3.0,2,2,2,2,2
55373814,TOTVS,Programador Sênior,"Ex-funcionário(a), mais de 5 anos","Era muito distante da minha casa, e em dias de chuva e alagamento na cidade causava um transtorno no meu dia. O trabalho home office ainda não era praticado o que no meu caso foi decisivo na saída pois tinha filho pequeno com problemas de saúde.",15 de nov. de 2021,5.0,2,2,0,2,0
42599694,TOTVS,Analista de Suporte Técnico,"Funcionário(a) atual, mais de um ano",Salário localização somente isso mesmo,16 de fev. de 2021,5.0,2,2,2,2,0
26922410,TOTVS,Coordenador De Projetos,"Ex-funcionário(a), mais de 3 anos","Foco errado para Brasília, gestão baseada na realidade de São Paulo e não de Brasília. Plano de saúde não custeia nada dos dependentes, o que onera o salário.",6 de nov. de 2017,3.0,2,2,2,2,2
49016943,TOTVS,UX Lead,"Funcionário(a) atual, mais de 3 anos","Co-participação da Assistência Médica é alta, principalmente pra quem tem dependentes.",28 de jun. de 2021,5.0,2,1,2,1,0
57113267,TOTVS,Funcionário confidencial,"Funcionário(a) atual, menos de um ano","Benefícios
Não aderiram ao modelo home office
Agrados e comemorações são por conta e bolso da liderança, a empresa não ajuda com nada.",27 de dez. de 2021,4.0,2,2,2,2,0
67538948,TOTVS,Analista De Suporte De Sistemas,"Funcionário(a) atual, mais de um ano","Demanda bem grande para o salario oferecido, tendo muitas vezes realizar trabalho de analista e não de técnico",4 de ago. de 2022,4.0,2,2,2,2,0
27773685,TOTVS,Analista De Marketing Pleno,"Funcionário(a) atual, mais de um ano","Muita politicagem, favoritismo na hora de conceder promoções e méritos (aumentos).",3 de jul. de 2019,3.0,2,2,2,2,2
40997633,TOTVS,Assistente Administrativo,"Funcionário(a) atual, mais de 3 anos","Salário muito abaixo do mercado, dificuldade em promoção, sem plano de carreira.",19 de jan. de 2021,3.0,2,2,2,2,2
26919769,TOTVS,Analista De Serviços I,Funcionário(a) atual,"Troca de gestão constante. Em um ano de empresa tive 3 gestores diferentes. Acho isso ruim, mas vejo que acontece em busca inovação. Fora isso mas nada de negativo",30 de out. de 2017,5.0,2,0,0,0,2
66568015,TOTVS,Analista De Marketing,"Ex-funcionário(a), mais de um ano","A área tem um clima pesado, muita pressão, trabalho desenfreado, sem planejamento, organização ou direcionamento. Liderança que não inspira.  Boa parte da empresa usufrui dos benefícios que o RH tem orgulho de anunciar, mas no marketing nada está liberado, inclusive o horário flexível.

Salario, PLR e benefícios fracos, o VR chega ser vergonhoso para uma empresa desse tamanho.",11 de jul. de 2022,1.0,2,2,2,2,2
81382236,Sankhya Gestão de Negócios,Estágio em UX/UI Design,"Funcionário(a) atual, menos de um ano",O va/vr é menor para o estagiário. Minha equipe era muito boa e respeitosa porém não sei se isso reflete no restante da empresa,30 de out. de 2023,4.0,2,2,0,2,0
49936311,TOTVS,Analista I De Suporte Técnico,"Ex-funcionário(a), mais de 3 anos","- Liderança péssima

- Falta documentação util

- Não há crescimento e reconhecimento profissional, profissionais de vários setores executando tarefas complexas e não há equiparação salarial",18 de jul. de 2021,4.0,2,2,2,2,2
75367275,TOTVS,Analista Administrativo,Ex-funcionário(a),Deficiência de plano de carreira,10 de abr. de 2023,4.0,2,2,2,2,0
26590872,TOTVS,Analista De Negócios,Funcionário(a) atual,"O padrão dos processos não são feito de forma prática, sobrecarregado de função.",20 de set. de 2014,2.0,2,2,2,2,0
67037988,TOTVS,Executivo De Soluções De Negócios,"Funcionário(a) atual, mais de um ano","- Pelo tamanho da empresa, a burocracia interna acaba sendo um desafio em alguns tramites da venda.",22 de jul. de 2022,4.0,2,2,2,2,2
26783284,TOTVS,Analista Desenvolvedor Pleno,Funcionário(a) atual,"Questão salarial, plano de carreira que não existe, trabalha com tecnologia antiga e as metas equivocadas e que muitas vezes não são passadas de forma clara, alguns líderes sem capacidade de liderança.",2 de set. de 2016,4.0,2,2,2,2,2
71282178,TOTVS,Analista Desenvolvedor Sênior,Funcionário(a) atual,valorização gestão fechada processos burocráticos,21 de nov. de 2022,3.0,2,2,2,2,0
63158633,TOTVS,Gerente De Projetos (GP),Funcionário(a) atual,Falta de compromisso com o funcionário,22 de abr. de 2022,3.0,2,2,2,2,2
28119116,TOTVS,Funcionário confidencial,Ex-funcionário(a),conservadora na hora de avaliar negócios,19 de jul. de 2019,4.0,2,2,2,2,0
